"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","moderately_irregular","slightly_irregular","regular","irregular","depression","hillside","banked","near_flat_level","gentle_slope","moderate_slope","severe_slope","ordinal_encoded_overallqual","ordinal_encoded_overallcond","mean_encoded_mssubclass","mean_encoded_bldgtype","mean_encoded_housestyle","norm_lotfrontage","norm_lotarea","norm_garagearea","norm_grlivarea","norm_totalbsmtsf","norm_saleprice","std_lotfrontage","std_lotarea","std_garagearea","std_grlivarea","std_totalbsmtsf","std_saleprice"
223,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Above Average","85","11475","434","1552","713","179900",0,0,1,0,0,0,0,1,1,0,0,5,5,"239948.501672240803","185763.807377049180","210051.764044943820","0.05119877271223751884","0.00447858990772497137","-0.02748951832602353307","0.00688325195362905307","-0.05637143241485998699","-0.00141813066297869601","0.61561434808165750278","0.09599704288981613430","-0.18231643737029669747","0.06952933453357489135","-0.78510433507768838146","-0.01285452816002477657"
224,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average","70","10500","576","864","864","97000",0,0,1,0,0,0,0,1,1,0,0,3,5,"185224.811567164179","185763.807377049180","175985.477961432507","-0.00017109030146111130","-0.000078656113448694757999","0.07265152539753076876","-0.12273242250002580752","-0.03165784812680761383","-0.11654103026025685183","-0.00205719080394873170","-0.00168596688954631644","0.48184064642035732870","-1.2397488454016614","-0.44090974344366351882","-1.0563765345374782"
225,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Excellent","Average","103","13472","968","2392","2392","386250",0,0,1,0,0,0,0,1,1,0,0,10,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.11284260832867587500","0.01381276457878529061","0.34909722356396236255","0.16513494750750998751","0.21842398493374885098","0.28513929191721849882","1.3568201947443850","0.29607188445841799493","2.3152883706875149","1.6680666472452005","3.0420659917668662","2.5846215395840948"
226,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Average","Average","21","1680","280","1302","630","112000",0,0,1,0,0,0,0,1,1,0,0,4,4,"138647.380952380952","135911.627906976744","210051.764044943820","-0.16797930947954330308","-0.04130420473575816682","-0.13609318546283594492","-0.04021546696121646313","-0.06995572046723314574","-0.09571059004362027357","-2.0197842178302624","-0.88534150150900971694","-0.90259947190382289486","-0.40622581805917083616","-0.97429738875731794171","-0.86756073121224536735"
227,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","82","9950","721","2520","1203","290000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.04092480010949779281","-0.00264941027923896796","0.17490822497439959810","0.18924949159191089180","0.02382496693047552856","0.15147730052713378836","0.49208004030453625588","-0.05678920317534051942","1.1600292178967294","1.9116532853726863","0.33181851194663070922","1.3730534682471842"
228,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Above Average","Above Average","21","1869","280","987","483","106000",0,0,1,0,0,0,0,1,1,0,0,5,5,"138647.380952380952","135911.627906976744","210051.764044943820","-0.16797930947954330308","-0.04042080012242296385","-0.13609318546283594492","-0.09955985279392181355","-0.09401464027083380041","-0.10404276613027490487","-2.0197842178302624","-0.86640602576716407264","-0.90259947190382289486","-1.0056773103260305","-1.3093742428646137","-0.94308705254233849761"
229,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","70","8521","336","912","912","125000",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.00017109030146111130","-0.00932869701181042324","-0.09660094286763143152","-0.11368946846837546841","-0.02380187431338699190","-0.07765754185586857242","-0.00205719080394873170","-0.19995742981606763952","-0.64067836843708609581","-1.1484038561038542","-0.33149689312291389361","-0.70392036833037691845"
230,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average","43","3182","430","1555","1373","192500",0,0,1,0,0,0,0,1,1,0,0,7,4,"200779.080459770115","181959.342105263158","175985.477961432507","-0.09263684372611864555","-0.03428370881390909346","-0.03031039279710956975","0.00744843658060719927","0.05164820751967356457","0.01607943911899602972","-1.1138659607980400","-0.73485957259762263898","-0.20102508761792075454","0.07523839636468784008","0.71932235683261896517","0.14575074663317079698"
231,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average","73","8760","312","1194","1194","148000",0,0,1,0,0,0,0,1,1,0,0,5,5,"185224.811567164179","185763.807377049180","175985.477961432507","0.01010288230127861473","-0.00821158747431246816","-0.11352618969414765155","-0.06056211353242972613","0.02235197184045916195","-0.04571753352369248577","0.12147711697317251520","-0.17601256895733161314","-0.75293026992283043826","-0.61175204397923699044","0.31130360251149015449","-0.41440280323168658579"
232,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average","174","15138","810","2794","1462","403000",0,1,0,0,0,0,0,1,1,0,0,8,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.35599329326018272432","0.02159981265188819089","0.23767268195606391403","0.24086968752258157756","0.06621449229872430106","0.30839995015912934454","4.2804654788029212","0.46298459655320552614","1.5762966859063647","2.4330809326143357","0.92219201680234222858","2.7954658532972715"
233,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Above Average","Average","21","1680","288","987","483","94500",0,0,1,0,0,0,0,1,1,0,0,5,4,"138647.380952380952","135911.627906976744","210051.764044943820","-0.16797930947954330308","-0.04130420473575816682","-0.13045143652066387158","-0.09955985279392181355","-0.09401464027083380041","-0.12001277029636294820","-2.0197842178302624","-0.88534150150900971694","-0.86518217140857478071","-1.0056773103260305","-1.3093742428646137","-1.0878458350916837"
234,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average","75","10650","308","894","894","128200",0,0,1,0,0,0,0,1,1,0,0,4,5,"185224.811567164179","185763.807377049180","175985.477961432507","0.01695219736977176541","0.00062245865903956157","-0.11634706416523368822","-0.11708057623024434557","-0.02674786449341972512","-0.07321371460965276906","0.20383332215792001313","0.01334218846112482983","-0.77163892017045449534","-1.1826582270905319","-0.37252671199319500306","-0.66363966362099391565"
235,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average","NA","7851","440","1960","860","216500",0,0,1,0,0,0,0,1,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.01246034299559130150","-0.02325820661939447807","0.08374836122265693551","-0.03231251261125933232","0.04940814346561455492",NULL,"-0.26708319038239875951","-0.15425346199886061186","0.84596174356493591864","-0.45002748097039265425","0.44785603195354331802"
236,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","Two story","Above Average","Fair","21","1680","264","987","483","89500",0,0,1,0,0,0,0,1,1,0,0,5,6,"138647.380952380952","181959.342105263158","210051.764044943820","-0.16797930947954330308","-0.04130420473575816682","-0.14737668334718009161","-0.09955985279392181355","-0.09401464027083380041","-0.12695625036857514095","-2.0197842178302624","-0.88534150150900971694","-0.97743407289431912316","-1.0056773103260305","-1.3093742428646137","-1.1507844362000946"
237,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","65","8773","494","1414","1414","185500",0,0,1,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.01729437797269398801","-0.00815082419403015261","0.01482359874026701700","-0.01911524088736567187","0.05835851848530367913","0.00635856701789895987","-0.20794770376581747652","-0.17471012882694011379","0.09831331634406415866","-0.19308750969762075023","0.81277916648159260337","0.05763670508139547834"
238,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Good","NA","9453","457","1744","996","194500",0,1,0,0,0,0,0,1,1,0,0,7,7,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.00497243722541672392","-0.01126949011727882221","0.04305506808023040951","-0.01005392013990090352","0.01885683114788090682",NULL,"-0.10658249123723091738","-0.07474169844645836929","0.43490929172480361008","-0.14002440506160204949","0.17092618707653517373"
239,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","93","12030","818","1694","1694","318000",0,0,1,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.07859603298621012158","0.00707271456593151978","0.24331443089823598738","0.03363532429726130627","0.10418503239692397373","0.19036078893152206777","0.94503916882064749450","0.15160121768729937548","1.6137139864016128","0.33975826120625446458","1.4510207933526321","1.7255096344542854"
240,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Below Average","52","8741","220","1487","735","113000",0,0,1,0,0,0,0,1,1,0,0,5,3,"143302.972222222222","185763.807377049180","143116.740259740260","-0.06181492591789946747","-0.00830039534549431396","-0.17840630252912649499","-0.00536241496423078114","-0.05277077775037553527","-0.09432189402917783502","-0.74326303746667621307","-0.17791613530174995833","-1.1832292256181838","-0.05416700514053899780","-0.73495677868067813657","-0.85497301099056317897"
241,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","75","9000","750","1566","1566","262500",0,0,1,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.01695219736977176541","-0.00708980383833125803","0.19535956488977336396","0.00952078021286040198","0.08323576889446898191","0.11328816012996672823","0.20383332215792001313","-0.15196752039625777911","1.2956669321920038","0.09617162307876865209","1.1592531924972997","1.0268911621509240"
242,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Excellent","40","3880","0","866","686","110500",0,0,1,0,0,0,0,1,1,0,0,4,9,"95829.724637681159","185763.807377049180","175985.477961432507","-0.10291081632885837158","-0.03102118807259707401","-0.33355439843885851192","-0.12235563274870704339","-0.06079041768490908682","-0.09779363406528393140","-1.2374002685751612","-0.66492855636583290502","-2.2122049892375069","-1.2359428041809194","-0.84664906338311004564","-0.88644231154476864991"
243,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Below Average","63","5000","352","1440","540","79000",0,0,1,0,0,0,0,1,1,0,0,4,3,"143302.972222222222","185763.807377049180","143116.740259740260","-0.02414369304118713870","-0.02578619777135142677","-0.08531744498328728484","-0.01421697412022173819","-0.08468567136739681187","-0.14153755852022074573","-0.29030390895056497445","-0.55271832974748834623","-0.56584376744658986751","-0.14360897382797519457","-1.1794464831087235","-1.2829554985277576"
244,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","Two story","Above Average","Above Average","75","10762","288","1217","626","120000",0,0,1,0,0,0,0,1,1,0,0,5,5,"138647.380952380952","181959.342105263158","210051.764044943820","0.01695219736977176541","0.00114595768916412629","-0.13045143652066387158","-0.05622903139226393864","-0.07061038495168486424","-0.08460102192808076517","0.20383332215792001313","0.02456321112295928571","-0.86518217140857478071","-0.56798256994070438351","-0.98341512628404707715","-0.76685896943878786033"
245,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","NA","8880","463","2110","948","205000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.00765069565632186310","-0.00703817841064976721","0.11200759257156424523","-0.01790989395332152545","0.03343813929952651160",NULL,"-0.16399004467679469612","-0.04667872307502228367","1.1314148351205834","-0.24943725538235167470","0.30309724940419815168"
246,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","80","10400","604","1872","1845","241500",0,0,1,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.03407548504100464212","-0.00054606596177419898","0.09239764669513302546","0.06716961216463131381","0.12889861668497634689","0.08412554382667551868","0.40972383511978875795","-0.01170473712332708062","0.61280119815372572823","0.67849592985228942256","1.7952153849866569","0.76254903749559802743"
247,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Two-family Conversion; originally built as one-family dwelling","Two story","Above Average","Very Good","69","9142","440","1928","1020","137000",0,0,1,0,0,0,0,1,1,0,0,5,8,"129613.333333333333","128432.258064516129","210051.764044943820","-0.00359574783570768664","-0.00642608185370904204","-0.02325820661939447807","0.07771972520155670944","-0.00612593323319059255","-0.06099318968255930982","-0.04323529339632248066","-0.13774086666428909398","-0.15425346199886061186","0.78506508403306446552","-0.08531797990122723689","-0.55286772567019065793"
248,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average","75","11310","451","1375","1367","140000",0,0,1,0,0,0,0,1,1,0,0,5,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.01695219736977176541","0.00370736365798788941","-0.01550080182390787722","-0.02646264103808157240","0.05066621079299598682","-0.05682710163923199417","0.20383332215792001313","0.07946607200407787340","-0.10280467381789445490","-0.26730531350208908372","0.70564575054252526202","-0.51510456500514409280"
